Music;Slow songs or fast songs;Dance;Folk;Country;Classical_music;Musical;Pop;Rock;Metal or Hardrock;Punk;Hiphop_Rap;Reggae_Ska;Swing_Jazz;Rock_n_roll;Alternative;Latino;Techno_Trance;Opera;Movies;Horror;Thriller;Comedy;Romantic;Sci-fi;War;Fantasy/Fairy tales;Animated;Documentary;Western;Action;History;Psychology;Politics;Mathematics;Physics;Internet;PC;Economy Management;Biology;Chemistry;Reading;Geography;Foreign languages;Medicine;Law;Cars;Art exhibitions;Religion;Countryside, outdoors;Dancing;Musical instruments;Writing;Passive sport;Active sport;Gardening;Celebrities;Shopping;Science and technology;Theatre;Fun with friends;Adrenaline sports;Pets;Flying;Storm;Darkness;Heights;Spiders;Snakes;Rats;Ageing;Dangerous dogs;Fear of public speaking;Smoking;Alcohol;Healthy eating;Daily events;Prioritising workload;Writing notes;Workaholism;Thinking ahead;Final judgement;Reliability;Keeping promises;Loss of interest;Friends versus money;Funniness;Fake;Criminal damage;Decision making;Elections;Self-criticism;Judgment calls;Hypochondria;Empathy;Eating to survive;Giving;Compassion to animals;Borrowed stuff;Loneliness;Cheating in school;Health;Changing the past;God;Dreams;Charity;Number of friends;Punctuality;Lying;Waiting;New environment;Mood swings;Appearence and gestures;Socializing;Achievements;Responding to a serious letter;Children;Assertiveness;Getting angry;Knowing the right people;Public speaking;Unpopularity;Life struggles;Happiness in life;Energy levels;Small - big dogs;Personality;Finding lost valuables;Getting up;Interests or hobbies;Parents' advice;Questionnaires or polls;Internet usage;Finances;Shopping centres;Branded clothing;Entertainment spending;Spending on looks;Spending on gadgets;Spending on healthy eating;Age;Height;Weight;Number of siblings;Number of children;Gender;Left - right handed;Marital status;Education;Only child;Village - town;House - block of flats
4;4;2;1;1;2;3;4;5;3;4;3;5;4;4;4;2;1;1;5;5;5;5;4;2;2;5;5;4;1;3;3;4;3;3;1;5;2;5;2;1;3;4;5;2;5;1;3;1;4;2;5;1;4;1;2;5;5;2;2;5;4;5;1;3;3;3;5;2;3;4;5;1;I have tried;I only drink when offered;3;3;4;3;1;1;1;4;3;2;2;3;2;4;2;1;2;4;1;2;3;3;3;3;2;5;4;2;1;4;1;3;After time of meeting;Always when it suits me;3;4;2;4;3;3;3;2;5;2;4;2;3;4;5;4;1;4;2;3;3;4;2;Several hours;4;5;3;3;4;1;4;21;156;48;0;0;female;right-handed;single;College;yes;city;house
5;3;4;2;1;2;3;5;5;2;5;3;3;2;3;2;2;4;2;5;1;3;5;5;1;1;5;4;3;1;5;1;3;2;2;1;4;3;2;3;2;2;2;5;3;1;2;4;3;4;4;3;2;3;5;4;4;5;2;3;4;1;3;3;5;5;4;4;5;5;2;5;5;I have not even tried;I only drink when offered;4;2;3;5;3;3;1;3;3;2;4;3;2;1;3;4;1;5;5;5;3;3;3;3;4;3;4;1;5;4;1;3;Just in time;Rarely;3;4;3;3;2;3;5;5;3;3;3;4;4;5;4;3;2;4;3;5;4;5;3;Few minutes;3;4;2;1;3;2;4;19;175;58;1;0;female;right-handed;single;College;no;town or village;house
5;3;4;2;1;5;5;4;4;2;1;2;2;2;2;1;3;1;5;5;1;5;5;5;3;1;5;5;4;1;5;5;5;2;1;1;3;2;1;3;1;5;3;4;2;1;1;5;1;3;5;5;2;3;2;4;3;4;4;5;4;1;1;5;5;1;3;2;2;3;1;5;1;I used to, but I do not anymore;I only drink when offered;3;3;5;5;3;4;1;5;5;1;3;3;2;3;3;5;3;5;3;5;1;5;3;5;2;5;3;3;2;5;3;3;Just in time;Only for the good of others;1;4;3;3;3;2;4;5;5;3;2;2;5;5;4;4;1;3;5;3;3;3;3;Several hours;1;2;1;2;3;2;3;47;164;80;2;2;female;right-handed;divorced;College;no;city;block of flats
5;5;3;1;1;1;1;3;2;1;4;5;5;1;2;3;1;1;1;5;3;3;5;1;2;2;1;1;4;2;5;5;3;5;5;4;5;5;5;4;4;2;5;2;4;4;5;1;4;2;1;1;1;5;5;1;1;1;4;2;5;4;5;2;1;1;2;1;1;1;1;3;4;I have tried;I drink way too much;3;5;4;1;2;2;1;4;5;2;5;4;1;2;1;5;1;3;3;3;1;5;5;5;1;4;5;2;1;3;1;2;Just in time;Rarely;1;3;3;2;2;2;5;5;5;4;3;5;5;1;5;3;4;4;2;1;3;5;1;Several hours;5;1;5;4;3;5;3;22;188;80;2;0;male;right-handed;single;College;no;city;block of flats
5;4;4;2;1;2;1;4;5;2;3;2;2;2;3;3;2;4;1;5;2;4;5;3;5;5;2;3;4;2;5;3;5;3;5;4;5;5;3;2;1;1;2;3;2;1;5;1;3;4;2;2;2;5;3;1;1;1;4;1;5;4;2;1;1;1;3;2;2;2;2;2;4;I have tried;I only drink when offered;3;2;1;1;2;2;3;4;5;5;3;5;2;3;2;3;5;4;1;4;3;4;3;5;3;5;3;2;5;4;1;3;Just in time;Only for the good of others;2;4;2;3;3;4;4;3;5;1;3;5;5;1;3;4;1;4;3;4;3;3;2;Several hours;5;3;1;3;1;4;4;19;181;62;2;0;male;right-handed;single;College;no;city;house
5;5;5;5;5;5;5;5;1;1;1;5;1;1;5;5;5;5;5;1;1;1;5;5;5;1;5;1;5;1;1;5;5;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;5;1;5;5;1;1;5;5;1;1;1;1;1;1;1;1;I have tried;I only drink when offered;5;1;1;5;5;5;5;5;5;1;5;5;1;5;5;5;5;1;5;5;1;5;1;5;1;5;5;1;5;3;2;4;After time of meeting;Only for the good of others;1;4;3;2;3;1;3;4;5;1;3;5;5;5;3;3;1;4;4;5;4;5;4;Several hours;3;3;3;1;2;1;3;18;168;52;1;2;female;right-handed;single;College;no;town or village;house
4;2;2;2;3;3;3;2;3;2;3;1;4;3;3;5;2;3;3;5;1;2;5;4;1;2;5;5;4;2;1;2;2;1;1;1;3;1;1;4;2;3;4;5;5;1;1;5;4;4;2;4;1;4;1;1;1;3;3;5;5;5;2;2;2;2;2;2;2;2;2;3;3;I have tried;I only drink when offered;2;1;4;3;4;2;4;4;3;2;5;2;2;1;4;3;4;4;1;5;2;2;3;2;3;4;3;3;4;4;1;3;Just in time;Rarely;4;5;4;3;4;5;4;5;1;2;2;3;1;3;4;4;3;3;4;4;5;4;2;Few minutes;4;3;4;3;3;2;3;19;166;62;0;0;female;right-handed;single;College;yes;city;block of flats
5;4;3;1;1;1;1;2;4;2;4;5;5;1;1;3;1;1;1;5;5;5;5;2;2;3;3;3;5;3;5;4;1;5;1;1;5;4;3;1;1;3;5;5;1;3;4;1;5;1;1;1;1;5;5;1;1;1;3;1;5;5;5;1;1;1;1;1;1;1;5;2;1;I have tried;I drink way too much;3;5;1;1;1;2;1;2;2;1;5;5;2;4;3;5;3;5;1;5;1;1;5;5;2;5;5;3;1;3;2;5;After time of meeting;Always when it suits me;3;5;3;3;5;5;5;5;5;4;5;1;1;2;5;5;4;4;1;5;5;3;1;Several hours;1;2;5;5;5;5;4;22;189;78;2;0;male;left-handed;single;College;no;city;block of flats
3;3;3;3;4;3;2;5;5;3;1;1;2;3;5;2;2;1;3;4;3;3;4;4;4;3;3;3;4;4;4;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;4;2;1;3;2;3;5;3;5;1;3;5;5;2;5;3;2;1;4;4;1;1;1;1;4;3;3;I used to, but I do not anymore;I only drink when offered;4;2;3;2;2;3;3;3;4;1;1;4;1;5;1;2;4;4;1;1;1;3;2;5;1;5;4;4;1;4;2;5;Before time of meeting;Only for the good of others;2;4;3;4;3;3;3;4;4;3;3;4;3;3;3;3;3;4;5;1;5;4;1;Several hours;5;5;5;2;2;2;4;43;185;90;2;1;male;right-handed;married;College;no;city;house
5;3;2;4;3;3;3;3;3;1;1;1;3;3;3;3;4;2;4;4;2;3;5;3;2;3;3;3;4;3;3;3;3;4;3;2;4;3;4;2;2;3;4;4;3;3;4;3;3;4;3;2;3;3;3;3;3;4;4;4;4;4;3;2;2;2;2;1;2;2;2;2;2;I have tried;I only drink when offered;3;3;3;3;4;4;3;4;4;3;4;3;2;2;3;3;3;3;2;3;1;3;3;5;3;3;3;3;3;3;2;3;Just in time;Only for the good of others;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;Several hours;3;3;3;2;4;3;4;29;189;96;3;0;male;right-handed;single;University (Masters);yes;town or village;house
4;3;3;1;2;3;1;3;5;1;4;3;3;3;3;4;2;3;1;4;2;3;5;4;3;4;5;5;5;1;2;3;3;3;3;3;3;3;2;4;3;3;3;3;3;3;1;1;1;4;1;3;1;4;2;3;1;2;4;3;4;2;2;3;2;3;4;3;4;5;5;5;3;I have tried;I only drink when offered;3;4;3;2;4;2;2;4;4;2;3;3;4;1;5;5;4;3;2;4;3;1;3;5;4;1;3;3;3;4;2;2;Just in time;Rarely;4;4;4;3;2;3;3;2;1;4;4;5;3;4;4;3;2;3;4;1;2;4;3;Several hours;4;1;3;3;2;2;3;28;182;60;2;0;female;right-handed;single;University (Bachelor);no;town or village;house
5;3;3;1;1;3;3;5;3;1;1;3;3;1;1;5;5;1;1;5;1;1;4;5;1;1;4;5;2;1;2;1;3;1;3;1;4;2;2;4;2;3;2;4;2;1;1;4;5;5;1;1;1;3;1;3;1;5;1;3;5;1;4;4;4;4;4;2;5;1;3;5;5;I have not even tried;I only drink when offered;3;2;2;2;4;2;1;3;4;2;5;3;1;4;4;1;5;2;4;3;3;1;5;3;5;2;4;5;5;3;1;3;After time of meeting;Never;1;1;5;3;2;2;5;5;4;3;2;5;5;5;2;2;1;2;5;5;1;3;3;Few minutes;3;4;1;1;2;1;4;18;164;60;0;0;female;right-handed;single;College;yes;city;block of flats
5;4;4;3;3;3;2;3;4;1;4;2;3;2;4;2;5;3;2;3;1;4;4;5;1;3;3;3;2;2;1;2;3;1;1;1;4;4;4;2;1;1;5;5;2;2;3;2;3;5;1;1;1;4;1;1;3;5;3;2;2;2;1;1;2;3;5;4;4;5;3;5;1;I have tried;I only drink when offered;3;4;1;3;1;3;3;3;4;5;5;5;1;2;5;1;5;5;5;5;5;5;2;5;2;4;4;3;5;4;3;4;Just in time;Rarely;2;4;5;4;5;4;5;5;5;2;5;5;5;5;4;3;3;3;3;4;3;5;1;Several hours;3;5;4;3;5;2;4;22;172;50;1;3;female;right-handed;single;College;no;city;house
4;2;1;4;4;5;5;2;2;1;1;1;2;2;2;4;2;1;4;3;1;3;3;2;2;4;3;2;5;1;1;4;3;3;2;2;2;2;3;2;2;5;4;2;2;5;2;4;2;3;1;1;1;4;1;1;2;2;1;5;2;1;5;2;3;2;2;4;5;5;2;3;4;I do smoke;I only drink when offered;4;3;5;4;5;4;1;5;4;2;2;1;3;2;4;5;5;4;1;5;2;3;5;1;5;2;1;3;1;3;3;2;Before time of meeting;Rarely;3;1;3;3;1;2;2;3;4;3;2;4;5;4;3;2;2;3;5;5;3;2;1;Few minutes;2;1;4;1;4;2;4;33;160;47;2;0;female;right-handed;single;University (Masters);yes;city;block of flats
5;3;3;2;2;3;4;3;1;1;2;2;4;4;2;3;5;2;2;5;2;3;5;3;3;4;3;3;4;4;4;5;2;3;2;2;5;4;3;3;1;5;5;5;2;3;1;2;1;4;2;1;1;1;3;1;2;3;4;4;4;2;1;2;2;1;1;1;3;1;3;1;2;I have not even tried;I do not drink;4;4;4;2;5;4;1;4;4;1;4;3;2;1;5;1;5;4;1;5;2;4;5;5;1;2;3;3;2;3;1;3;After time of meeting;Rarely;4;4;3;4;4;2;3;4;3;2;2;4;5;2;4;4;3;3;4;3;3;4;3;Few minutes;4;2;3;2;4;2;4;17;157;46;1;0;female;right-handed;single;College;no;city;house
5;3;3;1;3;3;3;4;3;1;1;4;1;3;3;1;3;5;1;5;3;3;3;3;3;3;3;3;3;3;3;1;1;2;1;1;4;4;4;1;1;1;1;4;1;4;5;1;1;3;1;1;1;1;5;2;5;4;4;1;5;5;1;1;1;1;1;3;5;1;1;3;3;I used to, but I do not anymore;I drink way too much;5;4;4;2;4;2;4;3;3;4;3;3;2;4;2;4;2;3;2;3;4;3;3;3;1;5;1;3;1;3;2;5;Just in time;Rarely;5;5;5;3;3;3;3;3;3;2;3;3;2;4;2;4;2;4;3;3;5;3;3;Several hours;1;5;3;2;3;3;3;19;189;72;0;0;male;right-handed;single;University (Bachelor);yes;city;block of flats
4;2;4;3;2;3;2;3;2;2;1;4;2;1;2;2;2;2;1;5;2;2;5;4;2;1;3;3;2;1;4;1;2;3;3;1;4;1;5;1;1;1;1;3;1;2;1;1;1;2;1;1;1;2;2;1;2;3;1;2;4;1;1;2;2;3;4;5;5;5;4;5;5;I have tried;I only drink when offered;2;3;2;3;2;5;4;3;4;1;4;5;3;1;5;5;4;2;4;4;3;2;4;4;2;5;4;2;5;3;3;3;After time of meeting;Rarely;3;3;3;3;2;2;4;4;2;3;3;5;3;4;4;3;1;3;3;4;1;4;3;Several hours;4;4;1;2;2;1;3;20;161;46;1;0;female;right-handed;single;College;no;town or village;house
5;3;3;2;4;4;2;4;5;2;2;5;4;4;5;2;2;2;2;3;4;3;4;3;3;3;3;3;3;4;4;3;2;4;4;2;4;3;5;1;1;2;3;4;2;2;3;1;4;3;1;1;1;2;4;2;3;4;4;2;4;2;4;2;2;1;1;2;3;2;3;3;4;I do smoke;I only drink when offered;3;3;5;3;3;3;3;4;4;5;2;3;4;1;4;1;4;4;4;3;3;3;5;5;2;2;4;3;5;3;1;3;Before time of meeting;Rarely;3;4;3;4;2;4;3;5;3;1;3;4;4;4;5;3;4;3;3;2;2;4;3;Several hours;3;5;5;4;4;5;5;18;173;60;1;0;female;right-handed;single;College;yes;town or village;house
5;5;5;1;1;1;1;4;3;1;3;4;4;2;5;4;1;4;1;5;5;5;5;3;4;3;5;5;3;3;5;3;2;2;3;2;5;5;3;1;1;2;4;4;3;2;3;1;3;5;3;1;1;3;3;1;3;2;5;2;5;3;1;2;2;2;2;1;1;1;4;1;3;I have tried;I drink way too much;5;4;3;1;1;5;5;5;5;1;3;5;1;2;5;4;3;5;3;5;2;5;5;4;4;3;5;1;5;4;3;5;Before time of meeting;Never;5;5;3;4;4;2;1;4;4;2;4;3;3;1;4;4;2;3;4;3;4;2;4;Most of the day;4;2;3;4;3;5;5;22;195;83;2;0;male;right-handed;single;College;yes;city;block of flats
4;3;4;3;1;2;3;5;2;1;1;3;3;2;3;1;3;1;3;4;5;5;5;5;2;1;3;3;2;1;3;4;3;2;2;1;5;4;2;2;1;3;4;3;2;1;4;2;4;3;1;3;1;4;1;2;3;3;2;5;5;3;2;3;1;5;2;1;3;3;3;4;4;I have not even tried;I only drink when offered;3;2;2;4;4;2;4;5;5;1;4;4;2;2;2;1;5;5;1;5;2;3;3;5;3;3;3;4;4;3;3;3;Just in time;Only for the good of others;2;2;4;4;2;3;2;4;2;4;4;5;3;5;3;4;3;3;2;3;2;4;3;Several hours;5;3;3;2;3;1;2;19;167;58;1;0;female;right-handed;single;College;no;town or village;block of flats
5;3;4;2;2;2;2;3;5;4;5;2;5;3;4;5;2;2;1;5;2;4;5;3;5;4;4;5;4;3;5;3;3;2;3;4;4;4;3;4;4;2;3;2;2;2;5;1;1;4;1;1;1;2;5;1;1;3;5;1;5;5;1;1;1;2;2;3;1;1;3;2;1;I have tried;I only drink when offered;4;1;2;4;3;5;3;5;5;4;5;4;1;4;4;5;3;5;1;5;3;1;4;5;1;4;1;2;4;4;1;5;Just in time;Rarely;2;5;1;3;3;3;4;4;5;3;4;2;2;1;5;5;4;4;3;4;4;3;2;Several hours;1;3;3;3;2;2;4;20;178;74;1;0;male;right-handed;single;College;no;city;block of flats
3;3;2;2;4;3;2;4;3;1;2;1;1;1;2;1;1;1;2;3;5;4;5;2;2;2;1;1;4;2;1;2;1;1;5;4;3;1;2;4;2;1;4;1;2;1;2;1;1;3;1;1;3;5;2;1;1;1;2;1;2;2;2;3;4;2;4;1;1;1;4;1;5;I have not even tried;I only drink when offered;2;2;2;2;4;2;3;3;4;4;4;4;2;5;3;2;5;4;3;4;5;2;4;4;5;2;3;3;4;3;2;1;Just in time;Rarely;2;2;3;3;2;3;3;2;1;3;3;5;4;3;3;2;4;3;3;3;1;3;1;Several hours;3;1;4;3;2;2;4;25;186;78;1;0;male;right-handed;single;University (Masters);no;town or village;block of flats
5;2;1;1;1;1;1;2;4;4;3;1;1;1;1;4;1;1;1;5;1;2;4;3;1;1;4;3;5;1;2;5;3;2;2;2;3;3;2;5;5;5;3;3;5;2;4;3;3;4;1;4;3;1;1;1;1;1;1;2;3;1;5;1;1;1;1;2;2;1;1;2;4;I do smoke;I drink way too much;5;3;5;5;5;5;5;5;5;1;2;1;1;1;5;1;2;5;2;5;4;2;5;5;5;2;5;2;5;1;3;2;Before time of meeting;Never;1;1;5;1;1;1;5;2;1;1;1;5;5;1;3;1;1;3;5;5;4;1;1;Few minutes;5;1;1;2;1;2;3;29;170;64;0;0;male;left-handed;single;University (Masters);yes;town or village;house
5;3;5;1;1;3;1;5;3;1;1;5;2;1;1;3;1;5;1;5;3;3;5;3;3;1;2;2;5;1;4;3;3;3;5;5;5;5;1;5;5;3;1;2;5;3;5;3;3;3;1;5;1;2;5;1;2;3;5;4;5;5;5;1;3;4;4;3;5;5;2;3;5;I have tried;I only drink when offered;3;3;4;3;5;4;5;5;4;5;3;5;4;2;2;3;1;4;2;3;1;3;5;5;2;2;4;1;5;5;2;5;After time of meeting;Always when it suits me;3;4;1;4;5;4;3;5;4;2;5;5;3;1;5;5;5;4;1;2;5;4;2;Several hours;3;3;1;2;3;5;5;19;180;80;1;0;male;right-handed;single;College;no;town or village;house
5;3;3;2;5;4;5;3;5;4;4;3;4;3;5;3;4;1;2;4;4;3;5;5;2;3;5;5;3;1;2;4;5;3;3;2;4;2;2;3;2;5;3;3;2;3;1;2;2;4;2;5;3;3;3;1;4;2;2;3;5;2;5;2;3;5;1;1;4;3;1;2;3;I do smoke;I drink way too much;2;3;1;2;2;3;3;2;4;2;4;5;2;1;2;5;4;4;2;5;2;2;5;4;3;5;3;2;5;3;2;5;After time of meeting;Rarely;3;2;3;2;1;4;4;4;4;2;3;3;3;4;4;3;3;3;3;5;5;3;2;Several hours;1;2;2;5;2;1;3;18;172;60;4;0;female;right-handed;single;College;no;city;block of flats
5;3;2;1;1;4;3;4;5;4;3;3;3;5;5;5;5;1;2;5;1;2;5;4;1;1;3;3;4;1;3;3;3;1;1;1;3;3;1;4;4;5;2;3;5;1;1;5;2;3;2;1;4;2;3;2;2;3;3;2;4;2;5;2;5;2;5;2;2;2;2;2;3;I have tried;I only drink when offered;3;3;3;3;3;4;3;3;3;2;3;1;2;1;5;5;5;4;3;3;2;1;5;4;3;3;4;3;5;3;1;4;Just in time;Always when it suits me;3;3;3;4;4;3;4;3;3;3;4;3;3;3;4;3;1;3;3;3;3;3;2;Several hours;3;4;3;5;4;2;3;20;175;60;2;0;female;right-handed;single;College;no;city;house
5;3;2;1;1;2;4;2;5;3;3;1;2;3;5;5;2;1;1;5;4;4;4;3;4;2;3;3;3;3;4;2;2;2;4;2;3;2;2;2;5;4;2;2;2;1;1;3;1;3;2;4;2;2;3;1;5;1;3;3;4;4;4;1;1;1;3;2;2;1;3;2;1;I have tried;I only drink when offered;2;2;2;3;2;2;1;4;5;3;4;3;2;1;1;3;3;4;1;4;1;1;5;4;4;5;3;3;1;1;1;3;After time of meeting;Only for the good of others;3;5;3;3;3;4;3;3;4;3;1;2;5;4;2;4;5;3;3;3;4;4;4;Most of the day;3;5;5;4;3;2;5;18;169;53;3;0;female;right-handed;single;College;no;city;block of flats
5;4;5;2;3;2;3;4;4;2;2;2;2;2;4;4;2;3;2;5;4;4;3;1;4;4;1;2;2;2;5;2;2;2;1;1;4;3;5;2;2;5;5;5;2;2;4;3;4;3;4;3;5;2;1;1;2;4;3;5;5;1;4;5;1;3;4;2;2;2;2;4;4;I used to, but I do not anymore;I do not drink;4;1;5;2;3;3;5;4;4;5;2;1;2;3;2;3;3;5;4;5;3;3;4;5;4;3;5;1;5;5;4;4;Just in time;Only for the good of others;4;4;3;5;3;3;1;5;2;3;5;4;4;1;4;4;2;3;3;4;4;2;3;Most of the day;3;2;4;4;3;4;4;30;180;80;3;0;male;right-handed;single;University (Masters);no;city;house
4;3;3;4;5;5;5;2;5;1;1;2;2;3;5;5;5;1;4;5;5;5;5;3;3;5;5;5;5;2;1;3;3;3;1;1;4;4;3;1;1;2;2;3;3;3;1;3;3;3;5;2;3;5;5;3;1;2;2;3;4;1;1;3;1;2;2;3;4;5;1;5;3;I used to, but I do not anymore;I only drink when offered;3;3;3;3;3;5;3;5;5;1;5;4;2;1;3;5;3;5;1;5;4;5;3;5;5;3;5;5;5;3;3;1;Just in time;Only for the good of others;3;3;3;3;3;1;3;5;3;3;2;5;5;5;3;3;1;4;3;2;3;3;3;Few minutes;4;2;5;1;1;2;1;50;161;74;3;1;female;right-handed;single;College;no;city;block of flats
5;3;3;2;2;3;3;3;4;3;4;3;3;4;4;3;4;2;2;5;4;4;5;3;3;2;4;4;3;2;5;2;3;3;1;2;4;2;1;4;4;3;3;4;5;2;2;2;2;3;2;4;1;3;2;3;2;3;4;3;5;2;5;1;2;2;1;3;3;3;3;3;2;I have tried;I only drink when offered;3;3;3;2;3;2;3;3;3;1;4;4;1;2;2;3;3;4;1;4;3;4;4;5;2;3;3;2;2;3;1;3;Just in time;Only for the good of others;3;4;3;3;4;2;2;4;4;3;3;4;4;3;4;4;3;3;3;3;4;3;3;Several hours;3;3;2;3;3;2;3;20;175;57;1;0;female;right-handed;single;College;no;city;block of flats
5;4;5;3;5;3;4;5;4;2;3;4;3;4;5;4;5;4;4;5;2;4;5;5;5;2;5;5;5;3;4;3;2;3;3;2;4;4;2;5;4;4;3;5;4;2;3;4;2;4;4;3;1;5;3;4;2;5;4;5;5;3;5;2;2;4;1;2;3;1;1;2;4;I have tried;I only drink when offered;3;3;3;5;3;2;3;5;4;1;3;3;1;3;3;4;3;3;1;5;3;5;5;4;3;3;2;1;3;4;3;4;After time of meeting;Only for the good of others;3;4;3;4;4;3;4;5;3;4;4;5;4;5;4;4;3;4;2;4;3;4;2;Several hours;3;4;3;3;4;3;4;21;161;55;2;0;female;right-handed;single;College;no;city;block of flats
5;4;4;4;1;5;1;1;2;4;1;1;1;4;4;4;1;5;4;5;1;4;3;2;4;4;3;2;5;5;2;5;5;2;1;4;4;5;1;3;1;5;4;5;5;1;2;5;3;4;1;4;5;1;2;1;1;1;4;3;5;1;1;1;1;1;1;1;1;1;3;3;2;I have not even tried;I only drink when offered;3;1;5;5;4;5;2;5;5;2;5;2;2;1;3;1;1;4;2;4;2;2;1;4;3;1;5;2;3;4;2;2;Before time of meeting;Rarely;4;4;2;4;2;2;4;3;5;1;3;2;5;2;5;4;3;4;1;2;5;4;4;Several hours;3;1;1;4;2;3;5;22;190;65;1;0;male;right-handed;single;University (Bachelor);no;city;block of flats
3;4;2;1;3;1;1;3;4;2;4;4;4;3;1;1;1;1;1;5;1;4;5;4;4;2;2;3;3;1;4;4;2;4;4;2;4;4;4;3;2;3;2;1;2;3;2;2;1;2;1;1;2;3;3;1;2;1;3;2;4;2;5;2;1;2;4;2;2;2;1;2;4;I have tried;I drink way too much;2;3;2;1;2;4;2;4;4;2;2;5;2;4;3;5;4;3;3;4;4;3;5;4;1;2;3;1;2;3;1;2;Before time of meeting;Rarely;2;2;4;2;2;4;4;3;2;4;2;4;1;1;4;3;4;3;1;4;3;3;1;Several hours;4;2;4;3;3;4;3;22;189;82;2;0;male;right-handed;single;College;no;city;block of flats
5;4;3;2;1;5;3;4;5;3;5;3;2;4;3;1;5;1;1;5;1;3;5;5;2;1;5;5;3;1;2;3;4;1;4;4;4;2;2;2;5;3;3;4;5;2;1;1;2;1;2;2;2;4;2;1;3;5;5;1;5;4;3;1;1;3;1;4;3;1;4;5;3;I used to, but I do not anymore;I only drink when offered;2;3;3;2;5;2;3;3;4;1;5;3;1;3;2;1;4;5;2;5;1;4;5;4;5;1;3;3;2;3;1;5;After time of meeting;Rarely;3;2;4;3;3;1;2;4;4;2;3;3;5;4;2;2;5;3;3;5;5;3;1;Several hours;1;4;3;4;5;2;4;20;173;73;1;0;female;right-handed;single;University (Bachelor);yes;city;house
5;3;3;1;2;2;2;4;4;3;3;3;3;3;2;2;2;2;2;5;2;4;4;3;4;3;4;4;2;1;4;4;2;2;4;1;4;3;5;1;1;4;3;4;1;3;1;1;1;3;1;3;1;4;3;3;2;4;1;2;5;5;1;1;3;1;2;5;5;1;5;5;5;I have tried;I drink way too much;4;2;1;3;2;5;3;5;2;3;4;3;4;3;2;1;3;3;1;4;3;4;2;3;3;2;4;4;3;4;2;3;Just in time;Rarely;3;3;4;3;3;2;3;3;3;4;3;4;3;3;4;3;3;3;3;5;3;3;3;Several hours;2;3;3;3;3;2;3;20;172;57;1;0;female;right-handed;single;College;no;city;block of flats
5;3;4;2;1;2;1;4;5;1;1;1;3;5;4;4;4;1;1;5;2;4;5;3;3;3;1;5;3;1;4;1;1;1;1;1;5;3;3;4;1;1;3;5;1;2;1;1;3;5;1;1;1;3;1;1;4;2;4;1;3;1;1;1;1;2;1;5;1;1;5;2;3;I have not even tried;I only drink when offered;3;2;1;2;2;3;5;4;4;1;5;2;3;2;4;5;2;5;1;5;2;1;5;4;5;3;2;1;5;4;1;2;After time of meeting;Always when it suits me;3;1;5;3;2;1;4;5;1;1;2;5;4;5;2;3;3;3;4;5;1;3;1;Several hours;3;1;4;1;2;1;1;19;165;64;1;0;female;right-handed;single;College;no;city;block of flats
3;3;4;2;2;2;1;4;2;1;1;3;2;3;3;3;3;2;1;5;2;5;5;4;3;3;4;2;4;2;1;4;5;4;3;2;3;3;4;2;2;4;2;5;3;5;1;5;2;3;4;1;1;3;4;1;5;4;3;5;4;1;1;3;4;3;4;5;4;3;4;5;2;I have tried;I only drink when offered;4;5;2;5;5;5;1;4;4;4;3;3;2;1;3;2;5;5;3;5;1;2;3;2;2;2;5;2;3;3;1;1;After time of meeting;Rarely;4;4;3;4;3;3;2;2;4;5;4;4;4;4;3;2;3;3;1;5;1;2;2;Several hours;2;2;2;2;2;2;3;28;171;57;1;0;female;right-handed;single;University (Masters);no;city;block of flats
5;4;3;1;1;1;1;3;5;5;4;2;1;4;5;1;1;1;1;4;5;5;5;2;5;1;4;4;3;3;4;3;1;3;1;2;5;4;2;1;1;5;1;5;1;3;3;1;1;4;1;2;1;2;4;1;1;2;3;1;3;1;1;1;1;1;1;1;2;1;1;3;3;I used to, but I do not anymore;I drink way too much;1;3;1;1;2;1;1;5;5;1;4;3;1;1;1;5;1;5;1;1;4;3;4;5;1;3;3;1;1;4;3;3;Before time of meeting;Rarely;5;1;1;3;2;1;1;4;4;2;1;3;1;1;4;3;3;4;3;4;3;1;1;Several hours;2;1;1;3;1;2;4;35;172;68;1;2;male;right-handed;single;University (Masters);no;city;block of flats
5;5;5;2;1;1;1;1;1;3;1;1;3;3;2;3;1;1;1;5;5;1;5;5;5;1;5;2;3;1;5;1;5;2;1;3;5;5;2;5;3;1;2;3;5;4;5;2;5;5;5;2;1;5;5;1;5;5;5;1;5;4;1;1;1;5;1;3;5;5;1;3;1;I do smoke;I drink way too much;1;4;1;3;1;1;5;3;3;1;3;5;3;5;1;3;5;5;5;5;5;5;5;1;1;5;1;5;5;3;3;5;After time of meeting;Always when it suits me;1;5;5;3;5;3;3;5;5;5;5;1;1;5;4;5;1;3;1;5;5;3;3;Most of the day;1;5;3;5;5;5;3;19;186;66;3;0;female;right-handed;single;College;no;town or village;house
